order_id,customer_id,product_id,size,color,season,purchase_amount_usd,review_rating,shipping_type,discount_applied,promo_code_used,payment_method
332,332,7,L,Beige,Fall,98,3.3,Store Pickup,Yes,Yes,PayPal
333,333,7,M,Maroon,Winter,86,2.8,2-Day Shipping,Yes,Yes,Credit Card
334,334,2,M,Teal,Winter,64,4.5,Standard,Yes,Yes,Bank Transfer
335,335,1,M,Lavender,Fall,46,2.6,Next Day Air,Yes,Yes,Credit Card
336,336,2,L,Maroon,Spring,85,3.7,Standard,Yes,Yes,Venmo
337,337,45,S,Orange,Fall,81,4.4,Express,Yes,Yes,PayPal
338,338,2,M,Cyan,Winter,59,4.3,2-Day Shipping,Yes,Yes,Bank Transfer
339,339,26,M,Silver,Winter,79,3.5,Express,Yes,Yes,Cash
340,340,8,M,Teal,Spring,33,3.8,2-Day Shipping,Yes,Yes,Credit Card
341,341,8,L,Blue,Summer,47,3.5,Express,Yes,Yes,Venmo
342,342,45,S,Blue,Summer,20,4.6,Store Pickup,Yes,Yes,Debit Card
343,343,9,M,Olive,Spring,36,2.6,Next Day Air,Yes,Yes,Credit Card
344,344,4,M,Purple,Summer,39,4.4,Next Day Air,Yes,Yes,Venmo
345,345,16,M,Charcoal,Winter,71,4,Standard,Yes,Yes,Debit Card
346,346,11,S,Olive,Winter,59,4.4,Next Day Air,Yes,Yes,Bank Transfer
347,347,3,L,Violet,Spring,50,4.7,Next Day Air,Yes,Yes,Cash
348,348,4,L,Red,Fall,41,3.9,Store Pickup,Yes,Yes,PayPal
349,349,1,M,Beige,Fall,59,2.7,Free Shipping,Yes,Yes,PayPal
350,350,45,M,Green,Winter,87,3.7,2-Day Shipping,Yes,Yes,Bank Transfer
351,351,2,M,Violet,Spring,68,2.6,2-Day Shipping,Yes,Yes,Bank Transfer
352,352,16,M,Teal,Winter,90,3.9,Standard,Yes,Yes,Debit Card
353,353,3,XL,Yellow,Fall,71,4.9,Next Day Air,Yes,Yes,Cash
354,354,6,L,Yellow,Fall,64,4.1,Store Pickup,Yes,Yes,Debit Card
355,355,27,S,Olive,Fall,76,3,Free Shipping,Yes,Yes,Venmo
356,356,27,XL,Magenta,Fall,42,4.1,2-Day Shipping,Yes,Yes,PayPal
357,357,20,L,Black,Spring,80,3.8,Standard,Yes,Yes,Cash
358,358,60,M,Olive,Spring,56,4,Standard,Yes,Yes,Credit Card
359,359,45,XL,Magenta,Summer,25,3.6,Express,Yes,Yes,Credit Card
360,360,6,M,Olive,Winter,74,3,Store Pickup,Yes,Yes,Credit Card
361,361,20,M,Teal,Summer,30,3,Standard,Yes,Yes,Debit Card
362,362,35,M,White,Spring,96,2.6,Free Shipping,Yes,Yes,Cash
363,363,6,M,Charcoal,Fall,64,3.4,Free Shipping,Yes,Yes,Venmo
364,364,8,L,Yellow,Winter,88,3.1,Free Shipping,Yes,Yes,Bank Transfer
365,365,11,L,Charcoal,Summer,88,3,Free Shipping,Yes,Yes,Venmo
366,366,75,XL,Gray,Summer,88,3.7,Standard,Yes,Yes,PayPal
367,367,46,M,Turquoise,Spring,36,3.5,Store Pickup,Yes,Yes,Venmo
368,368,14,XL,Cyan,Spring,40,2.8,Store Pickup,Yes,Yes,Bank Transfer
369,369,10,M,Charcoal,Spring,39,4.5,Standard,Yes,Yes,Cash
370,370,60,M,Silver,Summer,40,3.3,Store Pickup,Yes,Yes,PayPal
371,371,42,M,Olive,Winter,34,3.4,Express,Yes,Yes,PayPal
372,372,6,S,Pink,Winter,83,3.2,2-Day Shipping,Yes,Yes,PayPal
373,373,2,L,Orange,Summer,85,3.7,Standard,Yes,Yes,Debit Card
374,374,9,L,White,Summer,27,4.6,Express,Yes,Yes,Venmo
375,375,27,S,Purple,Spring,78,5,Store Pickup,Yes,Yes,Bank Transfer
376,376,17,M,Olive,Summer,32,4.4,Standard,Yes,Yes,Debit Card
377,377,11,S,Gray,Fall,51,4.9,Express,Yes,Yes,Venmo
378,378,42,M,Silver,Spring,32,4.1,Standard,Yes,Yes,Credit Card
379,379,14,L,Orange,Winter,62,4.9,Next Day Air,Yes,Yes,Credit Card
380,380,35,S,Magenta,Fall,29,4.7,2-Day Shipping,Yes,Yes,Debit Card
381,381,57,XL,Beige,Fall,69,3,Store Pickup,Yes,Yes,Bank Transfer
382,382,27,L,Lavender,Winter,25,3.4,Store Pickup,Yes,Yes,Credit Card
383,383,3,M,Peach,Winter,76,3.2,Store Pickup,Yes,Yes,PayPal
384,384,17,S,Magenta,Fall,77,2.9,Standard,Yes,Yes,PayPal
385,385,2,M,Beige,Fall,33,4.5,2-Day Shipping,Yes,Yes,Venmo
386,386,8,S,Yellow,Fall,93,2.7,Next Day Air,Yes,Yes,Credit Card
387,387,27,L,Brown,Spring,39,3.4,Express,Yes,Yes,PayPal
388,388,9,L,Silver,Summer,93,4.6,Store Pickup,Yes,Yes,PayPal
389,389,10,M,Orange,Summer,82,2.7,Store Pickup,Yes,Yes,PayPal
390,390,65,L,Purple,Spring,42,4.2,Standard,Yes,Yes,Bank Transfer
391,391,75,M,Indigo,Winter,71,3.2,2-Day Shipping,Yes,Yes,PayPal
392,392,2,L,Gray,Spring,86,4.8,Standard,Yes,Yes,Cash
393,393,35,XL,Black,Spring,82,3.3,Next Day Air,Yes,Yes,Credit Card
394,394,11,L,Maroon,Fall,65,4.2,Standard,Yes,Yes,PayPal
395,395,42,M,Beige,Spring,29,4.8,Store Pickup,Yes,Yes,Debit Card
396,396,6,L,Brown,Winter,65,4.9,Store Pickup,Yes,Yes,PayPal
397,397,14,S,Black,Fall,88,3.9,Standard,Yes,Yes,Bank Transfer
398,398,60,M,Indigo,Fall,46,3,Free Shipping,Yes,Yes,Cash
399,399,65,S,Silver,Winter,67,4.6,Free Shipping,Yes,Yes,Debit Card
400,400,42,L,Blue,Fall,35,3.5,2-Day Shipping,Yes,Yes,Debit Card
401,401,65,M,Green,Winter,66,4.8,Free Shipping,Yes,Yes,PayPal
402,402,35,L,Orange,Fall,91,4.8,Standard,Yes,Yes,Cash
403,403,57,L,Cyan,Fall,78,3,Express,Yes,Yes,PayPal
404,404,6,M,Orange,Winter,45,4.5,Next Day Air,Yes,Yes,Bank Transfer
405,405,35,M,Indigo,Spring,93,4.8,Store Pickup,Yes,Yes,Credit Card
406,406,3,S,Silver,Summer,74,3.8,Standard,Yes,Yes,Cash
407,407,75,M,Peach,Spring,55,4.6,Express,Yes,Yes,Cash
408,408,26,XL,Teal,Spring,76,3.1,Next Day Air,Yes,Yes,Credit Card
409,409,6,L,White,Spring,66,3.4,Express,Yes,Yes,Cash
410,410,8,M,Brown,Winter,51,3.3,2-Day Shipping,Yes,Yes,Bank Transfer
411,411,2,L,Lavender,Spring,26,4.8,2-Day Shipping,Yes,Yes,Credit Card
412,412,3,M,Indigo,Summer,29,2.8,Express,Yes,Yes,PayPal
413,413,25,M,Yellow,Summer,74,3.1,Store Pickup,Yes,Yes,Bank Transfer
414,414,27,S,White,Summer,99,4.6,Free Shipping,Yes,Yes,Cash
415,415,57,L,Violet,Winter,88,2.6,Store Pickup,Yes,Yes,Debit Card
416,416,9,M,Lavender,Winter,31,2.6,Express,Yes,Yes,Bank Transfer
417,417,60,L,Olive,Spring,55,3.8,Free Shipping,Yes,Yes,Bank Transfer
418,418,4,L,Beige,Fall,81,4.5,Free Shipping,Yes,Yes,Debit Card
419,419,2,L,Purple,Spring,73,3,Standard,Yes,Yes,Venmo
420,420,8,S,Teal,Winter,91,3.5,Free Shipping,Yes,Yes,Credit Card
421,421,46,S,Peach,Spring,54,3.8,Free Shipping,Yes,Yes,Debit Card
422,422,7,M,Violet,Winter,40,3.5,Standard,Yes,Yes,Cash
423,423,20,M,Purple,Fall,59,3.1,Store Pickup,Yes,Yes,Debit Card
424,424,42,L,Teal,Spring,26,3,Store Pickup,Yes,Yes,Credit Card
425,425,2,M,Gold,Winter,23,4.3,Standard,Yes,Yes,PayPal
426,426,3,S,Teal,Winter,87,3.3,Store Pickup,Yes,Yes,Credit Card
427,427,20,M,Violet,Winter,71,4.7,Express,Yes,Yes,Credit Card
428,428,57,L,Black,Winter,91,4.5,Store Pickup,Yes,Yes,Credit Card
429,429,9,XL,Gold,Winter,64,2.9,Free Shipping,Yes,Yes,Debit Card
430,430,4,M,Gold,Winter,94,4.1,2-Day Shipping,Yes,Yes,Cash
431,431,7,M,Brown,Summer,40,3.5,Store Pickup,Yes,Yes,Debit Card
432,432,45,L,Cyan,Winter,76,3.4,Store Pickup,Yes,Yes,Cash
433,433,7,S,Indigo,Fall,86,3.3,Free Shipping,Yes,Yes,Venmo
434,434,16,M,Orange,Fall,92,3.2,Store Pickup,Yes,Yes,Credit Card
435,435,11,L,Pink,Spring,52,4,Store Pickup,Yes,Yes,PayPal
436,436,9,XL,Olive,Winter,28,3.6,Next Day Air,Yes,Yes,Bank Transfer
437,437,20,L,Cyan,Summer,46,4.6,Free Shipping,Yes,Yes,Bank Transfer
438,438,27,M,Peach,Summer,50,2.6,Next Day Air,Yes,Yes,PayPal
439,439,60,M,Turquoise,Winter,23,4.3,Express,Yes,Yes,Credit Card
440,440,25,M,Turquoise,Summer,50,3.4,Free Shipping,Yes,Yes,Cash
441,441,7,XL,Maroon,Winter,89,3.5,Store Pickup,Yes,Yes,Debit Card
442,442,26,M,Maroon,Winter,81,4.2,Standard,Yes,Yes,Credit Card
443,443,17,M,Olive,Fall,69,3.5,Store Pickup,Yes,Yes,Credit Card
444,444,17,M,Magenta,Summer,67,3.6,Free Shipping,Yes,Yes,PayPal
445,445,14,M,Red,Summer,20,4.3,Store Pickup,Yes,Yes,Debit Card
446,446,65,M,Olive,Fall,29,4.9,Standard,Yes,Yes,Venmo
447,447,7,M,Silver,Summer,74,4.1,Store Pickup,Yes,Yes,Venmo
448,448,8,S,Turquoise,Spring,82,3.6,Standard,Yes,Yes,Bank Transfer
449,449,75,M,Yellow,Summer,23,3.4,Next Day Air,Yes,Yes,Bank Transfer
450,450,27,L,Peach,Summer,45,2.9,2-Day Shipping,Yes,Yes,Bank Transfer
451,451,65,L,Beige,Summer,21,2.7,Store Pickup,Yes,Yes,Credit Card
452,452,27,M,Pink,Summer,31,4.3,Express,Yes,Yes,Credit Card
453,453,20,M,Violet,Summer,45,3.3,Express,Yes,Yes,PayPal
454,454,27,XL,Peach,Winter,56,2.8,Next Day Air,Yes,Yes,Credit Card
455,455,25,S,Gold,Summer,97,3.2,Next Day Air,Yes,Yes,Cash
456,456,1,XL,Gold,Fall,100,3.6,Store Pickup,Yes,Yes,Debit Card
457,457,1,S,Indigo,Fall,96,4,2-Day Shipping,Yes,Yes,Credit Card
458,458,75,M,Blue,Spring,99,4.9,Next Day Air,Yes,Yes,Debit Card
459,459,8,L,Black,Winter,91,4,2-Day Shipping,Yes,Yes,PayPal
460,460,45,L,Black,Winter,30,3.8,Standard,Yes,Yes,PayPal
461,461,11,L,Teal,Summer,65,3.7,Store Pickup,Yes,Yes,Bank Transfer
462,462,65,M,Yellow,Winter,93,3.9,Express,Yes,Yes,Venmo
463,463,25,M,White,Fall,81,3.3,Express,Yes,Yes,Venmo
464,464,27,S,Orange,Summer,81,2.7,Standard,Yes,Yes,Venmo
465,465,17,M,Silver,Winter,52,4.7,Next Day Air,Yes,Yes,PayPal
466,466,16,M,Pink,Summer,88,2.8,Next Day Air,Yes,Yes,Cash
467,467,3,L,Turquoise,Winter,24,4.6,Free Shipping,Yes,Yes,PayPal
468,468,57,S,Orange,Spring,51,4.5,2-Day Shipping,Yes,Yes,Debit Card
469,469,57,S,Peach,Fall,38,5,Free Shipping,Yes,Yes,Cash
470,470,8,L,Pink,Fall,46,4.1,2-Day Shipping,Yes,Yes,Debit Card
471,471,14,L,Teal,Summer,63,4.6,Express,Yes,Yes,Cash
472,472,42,XL,White,Winter,72,4.9,2-Day Shipping,Yes,Yes,Bank Transfer
473,473,3,L,Gray,Winter,39,3.9,Free Shipping,Yes,Yes,Bank Transfer
474,474,9,L,Olive,Spring,42,3.9,Store Pickup,Yes,Yes,PayPal
475,475,2,XL,Maroon,Summer,76,2.6,2-Day Shipping,Yes,Yes,Cash
476,476,6,L,Magenta,Summer,66,2.7,Free Shipping,Yes,Yes,Debit Card
477,477,42,M,Magenta,Spring,90,3.5,Free Shipping,Yes,Yes,Debit Card
478,478,2,M,Green,Summer,56,3.7,Free Shipping,Yes,Yes,Debit Card
479,479,27,XL,Turquoise,Winter,43,3.2,Free Shipping,Yes,Yes,Venmo
480,480,10,L,Yellow,Winter,84,3.3,Store Pickup,Yes,Yes,Venmo
481,481,26,M,Gray,Summer,88,4.8,Standard,Yes,Yes,Debit Card
482,482,45,L,Peach,Fall,88,3.2,2-Day Shipping,Yes,Yes,PayPal
483,483,60,M,Yellow,Winter,42,2.5,2-Day Shipping,Yes,Yes,Venmo
484,484,26,M,White,Fall,73,3.9,Store Pickup,Yes,Yes,Debit Card
485,485,45,L,Lavender,Summer,73,4.7,Free Shipping,Yes,Yes,Bank Transfer
486,486,11,S,Blue,Spring,44,2.6,Next Day Air,Yes,Yes,Debit Card
487,487,4,M,Charcoal,Fall,63,2.8,Store Pickup,Yes,Yes,Venmo
488,488,25,L,Red,Winter,68,4.4,Store Pickup,Yes,Yes,Credit Card
489,489,2,L,Olive,Spring,29,4.6,Standard,Yes,Yes,Venmo
490,490,46,M,Green,Summer,85,3.2,Standard,Yes,Yes,PayPal
491,491,6,M,Silver,Winter,42,4.2,2-Day Shipping,Yes,Yes,Cash
492,492,9,M,Silver,Summer,69,3.7,2-Day Shipping,Yes,Yes,Credit Card
493,493,7,M,Black,Fall,62,3.9,Standard,Yes,Yes,Debit Card
494,494,57,XL,Red,Summer,48,4.7,Store Pickup,Yes,Yes,Cash
495,495,65,M,Indigo,Winter,68,4.5,Express,Yes,Yes,Debit Card
496,496,10,XL,Cyan,Fall,36,3.3,Free Shipping,Yes,Yes,Debit Card
497,497,14,S,Maroon,Fall,63,3.3,Express,Yes,Yes,Venmo
498,498,6,S,Silver,Winter,39,4.6,Free Shipping,Yes,Yes,Cash
499,499,65,M,Lavender,Spring,78,3.6,Free Shipping,Yes,Yes,Bank Transfer
500,500,11,L,Silver,Winter,99,4.8,Express,Yes,Yes,PayPal
501,501,35,L,Purple,Fall,31,4.8,Next Day Air,Yes,Yes,Venmo
502,502,65,M,Cyan,Spring,45,2.9,Next Day Air,Yes,Yes,Venmo
503,503,20,S,Cyan,Fall,30,2.8,Express,Yes,Yes,PayPal
504,504,11,M,Lavender,Summer,24,3.2,Next Day Air,Yes,Yes,Bank Transfer
505,505,11,M,Maroon,Winter,22,3.9,Free Shipping,Yes,Yes,PayPal
506,506,35,L,Gray,Spring,63,4.3,Express,Yes,Yes,Cash
507,507,42,M,Olive,Fall,40,2.7,2-Day Shipping,Yes,Yes,Debit Card
508,508,8,M,Magenta,Spring,20,5,Store Pickup,Yes,Yes,Debit Card
509,509,27,S,Yellow,Winter,20,3.7,Store Pickup,Yes,Yes,PayPal
510,510,35,L,Cyan,Summer,80,3.9,Free Shipping,Yes,Yes,Debit Card
511,511,7,M,Teal,Fall,87,3.9,2-Day Shipping,Yes,Yes,Venmo
512,512,7,L,Yellow,Fall,46,3.1,Free Shipping,Yes,Yes,PayPal
513,513,75,L,Peach,Winter,49,3.3,Next Day Air,Yes,Yes,Bank Transfer
514,514,42,M,Peach,Fall,65,3.6,Store Pickup,Yes,Yes,Venmo
515,515,16,S,Olive,Winter,62,4.3,Standard,Yes,Yes,PayPal
516,516,45,L,Charcoal,Spring,67,4.5,Next Day Air,Yes,Yes,Cash
517,517,26,L,Indigo,Fall,41,2.8,2-Day Shipping,Yes,Yes,Debit Card
518,518,65,L,Silver,Fall,49,2.7,Free Shipping,Yes,Yes,Cash
519,519,1,M,Beige,Fall,100,2.9,Next Day Air,Yes,Yes,Venmo
520,520,60,L,Blue,Summer,54,4.4,2-Day Shipping,Yes,Yes,Bank Transfer
521,521,17,M,White,Spring,84,3.9,Free Shipping,Yes,Yes,Debit Card
522,522,8,L,Gold,Winter,41,3.5,Standard,Yes,Yes,Bank Transfer
523,523,75,M,Blue,Spring,88,2.5,Store Pickup,Yes,Yes,Cash
524,524,4,M,Orange,Spring,40,4.9,Express,Yes,Yes,PayPal
525,525,7,M,Gold,Summer,39,4.8,Free Shipping,Yes,Yes,PayPal
526,526,9,M,Cyan,Spring,37,3.2,Next Day Air,Yes,Yes,Debit Card
527,527,20,S,Red,Winter,52,4.9,Standard,Yes,Yes,Cash
528,528,35,L,Yellow,Winter,23,4.3,Next Day Air,Yes,Yes,Bank Transfer
529,529,6,S,Beige,Winter,88,3.2,Express,Yes,Yes,Cash
530,530,8,M,Orange,Fall,84,3.7,Standard,Yes,Yes,Credit Card
531,531,9,XL,Magenta,Winter,37,3.2,Store Pickup,Yes,Yes,Credit Card
532,532,4,L,Purple,Fall,51,3.4,Next Day Air,Yes,Yes,Cash
533,533,20,L,Black,Winter,76,4.1,Express,Yes,Yes,Bank Transfer
534,534,4,L,Pink,Spring,60,4.5,Next Day Air,Yes,Yes,Debit Card
535,535,75,L,Pink,Fall,72,4.5,Next Day Air,Yes,Yes,PayPal
536,536,35,L,Maroon,Spring,45,3.2,Free Shipping,Yes,Yes,Bank Transfer
537,537,25,S,Maroon,Fall,84,4.4,Store Pickup,Yes,Yes,Debit Card
538,538,1,S,Turquoise,Summer,49,3,Store Pickup,Yes,Yes,Debit Card
539,539,46,XL,Green,Spring,22,3.2,Free Shipping,Yes,Yes,Cash
540,540,9,M,Violet,Winter,48,4,Store Pickup,Yes,Yes,Debit Card
541,541,14,M,Lavender,Spring,37,3.1,Next Day Air,Yes,Yes,Cash
542,542,25,L,Gray,Fall,27,2.8,Next Day Air,Yes,Yes,Cash
543,543,65,XL,Teal,Spring,79,4.6,Next Day Air,Yes,Yes,Cash
544,544,16,S,Red,Spring,98,4.3,Express,Yes,Yes,Credit Card
545,545,4,S,Yellow,Summer,64,3.3,Standard,Yes,Yes,Bank Transfer
546,546,9,L,Magenta,Summer,32,3.5,2-Day Shipping,Yes,Yes,Debit Card
547,547,26,M,Brown,Winter,74,3.4,Free Shipping,Yes,Yes,Venmo
548,548,25,M,Blue,Winter,50,2.8,Free Shipping,Yes,Yes,Venmo
549,549,57,M,Black,Winter,64,4.6,Store Pickup,Yes,Yes,Debit Card
550,550,57,S,Olive,Fall,29,3.6,Express,Yes,Yes,Venmo
551,551,60,M,Olive,Summer,62,3.3,Store Pickup,Yes,Yes,PayPal
552,552,9,XL,Green,Fall,78,3.1,2-Day Shipping,Yes,Yes,Cash
553,553,35,M,Peach,Fall,94,3.5,Express,Yes,Yes,Bank Transfer
554,554,17,M,White,Winter,59,3.2,Express,Yes,Yes,Credit Card
555,555,6,M,Red,Summer,47,3,Express,Yes,Yes,Bank Transfer
556,556,75,M,White,Fall,57,4.8,Express,Yes,Yes,Venmo
557,557,9,L,Indigo,Winter,90,5,Store Pickup,Yes,Yes,Cash
558,558,7,M,White,Spring,60,2.9,Free Shipping,Yes,Yes,Debit Card
559,559,6,L,Teal,Fall,77,3.2,Express,Yes,Yes,Debit Card
560,560,42,M,Indigo,Fall,41,2.9,Store Pickup,Yes,Yes,Bank Transfer
561,561,27,L,Red,Fall,48,3.3,Free Shipping,Yes,Yes,Debit Card
562,562,25,M,Blue,Fall,65,2.6,Next Day Air,Yes,Yes,PayPal
563,563,3,M,Blue,Summer,62,3.5,Standard,Yes,Yes,Debit Card
564,564,11,M,Black,Fall,99,4.4,Standard,Yes,Yes,Debit Card
565,565,26,M,Olive,Winter,58,3.4,Next Day Air,Yes,Yes,Bank Transfer
566,566,57,L,Lavender,Fall,43,4.2,Store Pickup,Yes,Yes,Venmo
567,567,6,M,Indigo,Spring,93,3.6,Store Pickup,Yes,Yes,Debit Card
568,568,1,S,Red,Winter,50,3,Next Day Air,Yes,Yes,Venmo
569,569,20,L,Red,Summer,88,4,Free Shipping,Yes,Yes,PayPal
570,570,16,M,Pink,Fall,33,4.4,Express,Yes,Yes,Credit Card
571,571,35,XL,Purple,Fall,99,4.1,Standard,Yes,Yes,Cash
572,572,25,XL,Cyan,Spring,76,3.6,Free Shipping,Yes,Yes,Venmo
573,573,42,XL,Cyan,Summer,97,4.6,Next Day Air,Yes,Yes,Bank Transfer
574,574,20,M,Charcoal,Summer,68,3.2,2-Day Shipping,Yes,Yes,Credit Card
575,575,6,L,Red,Fall,79,4.8,Free Shipping,Yes,Yes,Bank Transfer
576,576,3,M,Peach,Fall,86,4.8,Express,Yes,Yes,PayPal
577,577,45,M,Black,Winter,68,5,2-Day Shipping,Yes,Yes,Credit Card
578,578,16,M,Black,Fall,52,3.7,Store Pickup,Yes,Yes,Venmo
579,579,4,M,Purple,Fall,90,4.6,Next Day Air,Yes,Yes,Credit Card
580,580,4,M,Violet,Winter,41,3.7,Free Shipping,Yes,Yes,Credit Card
581,581,2,M,Orange,Spring,80,4.1,Free Shipping,Yes,Yes,PayPal
582,582,2,XL,Charcoal,Winter,100,2.7,Store Pickup,Yes,Yes,Bank Transfer
583,583,25,L,Turquoise,Spring,77,4.9,Store Pickup,Yes,Yes,Bank Transfer
584,584,8,L,Yellow,Spring,78,4,Store Pickup,Yes,Yes,PayPal
585,585,46,M,White,Spring,94,4.7,Free Shipping,Yes,Yes,Debit Card
586,586,46,M,Gray,Fall,23,2.8,Next Day Air,Yes,Yes,Cash
587,587,26,S,Blue,Winter,20,4.9,2-Day Shipping,Yes,Yes,Venmo
588,588,46,S,Maroon,Fall,86,4.2,Express,Yes,Yes,Debit Card
589,589,65,M,Violet,Fall,60,3,Standard,Yes,Yes,Debit Card
590,590,7,M,Orange,Fall,70,3.4,2-Day Shipping,Yes,Yes,PayPal
591,591,60,S,Turquoise,Fall,39,4.6,Standard,Yes,Yes,Venmo
592,592,57,L,Olive,Fall,37,4.2,Store Pickup,Yes,Yes,Debit Card
593,593,65,M,Brown,Fall,29,3.2,Free Shipping,Yes,Yes,Venmo
594,594,9,S,Green,Winter,35,4.4,Store Pickup,Yes,Yes,PayPal
595,595,26,S,Brown,Winter,83,2.5,Next Day Air,Yes,Yes,Debit Card
596,596,11,M,Silver,Summer,77,3.6,Next Day Air,Yes,Yes,PayPal
597,597,11,XL,White,Summer,37,4.5,Store Pickup,Yes,Yes,Venmo
598,598,27,L,Gold,Summer,69,3.4,Standard,Yes,Yes,Bank Transfer
599,599,14,L,Green,Winter,66,3.2,2-Day Shipping,Yes,Yes,Cash
600,600,65,L,Teal,Spring,26,4.2,Standard,Yes,Yes,Debit Card
601,601,45,M,Charcoal,Spring,63,5,2-Day Shipping,Yes,Yes,Venmo
602,602,57,M,Maroon,Summer,38,4.7,Store Pickup,Yes,Yes,Cash
603,603,11,L,Lavender,Summer,58,4.2,Next Day Air,Yes,Yes,Cash
604,604,10,L,Green,Winter,46,3.4,2-Day Shipping,Yes,Yes,PayPal
605,605,17,S,Pink,Fall,92,4.4,Store Pickup,Yes,Yes,Credit Card
606,606,45,XL,Charcoal,Winter,32,4.2,Standard,Yes,Yes,Bank Transfer
607,607,42,M,Blue,Spring,90,4.5,Standard,Yes,Yes,PayPal
608,608,26,L,Purple,Fall,23,2.8,Next Day Air,Yes,Yes,Cash
609,609,57,S,Gold,Fall,25,3.3,Next Day Air,Yes,Yes,Venmo
610,610,2,L,Purple,Fall,54,4.6,Next Day Air,Yes,Yes,Credit Card
611,611,8,M,Charcoal,Summer,72,2.5,Free Shipping,Yes,Yes,Bank Transfer
612,612,42,M,Black,Winter,33,4.7,Store Pickup,Yes,Yes,Cash
613,613,45,L,Lavender,Fall,43,4.6,Express,Yes,Yes,Credit Card
614,614,9,L,Lavender,Fall,51,2.6,Standard,Yes,Yes,Cash
615,615,27,M,Lavender,Winter,85,4,Standard,Yes,Yes,Credit Card
616,616,4,L,Olive,Summer,100,2.6,Next Day Air,Yes,Yes,Venmo
617,617,75,L,Teal,Spring,72,4.6,Free Shipping,Yes,Yes,Credit Card
618,618,57,M,Maroon,Fall,57,2.6,Standard,Yes,Yes,Bank Transfer
619,619,25,L,Cyan,Spring,94,4,Express,Yes,Yes,Debit Card
620,620,57,M,Charcoal,Summer,34,4.6,Store Pickup,Yes,Yes,Debit Card
621,621,57,M,Black,Fall,89,3.7,2-Day Shipping,Yes,Yes,Venmo
622,622,17,S,Red,Fall,27,4.4,Store Pickup,Yes,Yes,Credit Card
623,623,46,S,Peach,Spring,63,4,Next Day Air,Yes,Yes,Bank Transfer
624,624,11,M,White,Fall,70,4.7,Standard,Yes,Yes,PayPal
625,625,20,XL,Pink,Fall,87,3.4,Express,Yes,Yes,PayPal
626,626,27,M,Red,Fall,79,4,Next Day Air,Yes,Yes,Venmo
627,627,17,M,Indigo,Spring,79,3.9,Standard,Yes,Yes,Venmo
628,628,4,L,Black,Winter,44,4.1,Express,Yes,Yes,PayPal
629,629,2,M,White,Fall,85,3.7,2-Day Shipping,Yes,Yes,Credit Card
630,630,11,L,Beige,Spring,90,4.7,Standard,Yes,Yes,Debit Card
631,631,27,S,Silver,Fall,94,4.3,2-Day Shipping,Yes,Yes,Debit Card
632,632,65,S,Violet,Summer,68,4.1,Store Pickup,Yes,Yes,Cash
633,633,57,M,Red,Winter,51,3.9,Next Day Air,Yes,Yes,Venmo
634,634,4,M,Orange,Spring,33,2.9,Express,Yes,Yes,Debit Card
635,635,6,M,Teal,Summer,60,3.9,Standard,Yes,Yes,PayPal
636,636,26,M,Brown,Fall,59,4.3,2-Day Shipping,Yes,Yes,Cash
637,637,10,M,Indigo,Summer,30,2.8,Store Pickup,Yes,Yes,Bank Transfer
638,638,2,M,Cyan,Winter,20,3.4,2-Day Shipping,Yes,Yes,Cash
639,639,4,S,Blue,Summer,20,2.7,Express,Yes,Yes,PayPal
640,640,14,L,Olive,Spring,24,4,2-Day Shipping,Yes,Yes,Credit Card
641,641,16,M,Gray,Summer,88,4.4,Store Pickup,Yes,Yes,Debit Card
642,642,1,M,Red,Winter,78,3.9,2-Day Shipping,Yes,Yes,Credit Card
643,643,16,L,Red,Spring,25,2.8,2-Day Shipping,Yes,Yes,Debit Card
644,644,2,XL,Green,Winter,57,3.2,Next Day Air,Yes,Yes,Bank Transfer
645,645,57,S,Blue,Summer,93,4.3,Next Day Air,Yes,Yes,Cash
646,646,26,S,Purple,Summer,42,4.2,Express,Yes,Yes,Venmo
647,647,65,XL,Pink,Spring,54,4.9,Standard,Yes,Yes,Venmo
648,648,1,XL,Charcoal,Summer,70,3.7,Express,Yes,Yes,Credit Card
649,649,26,M,Brown,Winter,31,4.1,Store Pickup,Yes,Yes,Credit Card
650,650,20,L,Orange,Spring,93,4.2,Store Pickup,Yes,Yes,PayPal
651,651,75,M,Magenta,Spring,40,3.9,Next Day Air,Yes,Yes,Bank Transfer
652,652,45,L,Yellow,Summer,32,2.9,Next Day Air,Yes,Yes,Venmo
653,653,17,M,Beige,Winter,27,3.1,Free Shipping,Yes,Yes,Venmo
654,654,42,M,Olive,Winter,68,3.6,2-Day Shipping,Yes,Yes,Cash
655,655,10,L,Gray,Summer,59,4.4,2-Day Shipping,Yes,Yes,Venmo
656,656,10,S,Purple,Fall,36,3.1,Free Shipping,Yes,Yes,Venmo
657,657,3,M,Beige,Summer,23,3.9,Standard,Yes,Yes,PayPal
658,658,25,M,White,Winter,80,4.3,Free Shipping,Yes,Yes,PayPal
659,659,57,S,White,Fall,37,4.9,Store Pickup,Yes,Yes,Venmo
660,660,8,S,Gold,Spring,52,3.6,2-Day Shipping,Yes,Yes,Cash
661,661,9,M,Olive,Fall,79,5,2-Day Shipping,Yes,Yes,Credit Card
662,662,7,XL,Green,Fall,68,4.1,Store Pickup,Yes,Yes,Credit Card
663,663,75,L,Magenta,Fall,98,2.8,Express,Yes,Yes,Venmo
